image_url,estimate_id,province,city_name,driver_platform,activity_type,activity_breakdown,activity_zone_image_urls,activity_detail_image_urls,driver_category,submit_time,submit_timestamp_ms,event_time,is_recognized,activity_name_result,activity_city_result,activity_fence,discount_rules,validity_period_start_time,validity_period_end_time,applicable_time_period,order_timeliness_type,order_categories,dis_range,purchase_start_time,purchase_end_time,reduce_after_price,est_price
https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/ed6eb4dba39b28/%7B3C222C45-2A3A-43B9-B6A0-21D0428A166D%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/18b1bad0d93c2c/%7BCA57F529-5F5E-4FA4-A455-ED842DA89548%7D.png?x-s3-process=image/resize,6982f351b6660504830db023,ur4AAAAlNTM0NTQzNTI0NTU0LTY3N2EzMDMxLTY1ODVjYzUzOTFlMDAwMAAAABBmZjI0OTU0OTI5OGM5NTY4AAAAMPHDkKtysmH5SZfeGdTVKbSe8smBjhQS4DU2AIMjGnZfg8xqaQLmRWGbODJE+dIvNw==,,及时用车,免佣卡,工作日晚高峰免佣卡,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/1638dc0a0e3867/%7BA60DBAB2-57BD-44DE-AFEC-6438E4956A04%7D%20%282%29.png?x-s3-process=image/resize,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/ed6eb4dba39b28/%7B3C222C45-2A3A-43B9-B6A0-21D0428A166D%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/18b1bad0d93c2c/%7BCA57F529-5F5E-4FA4-A455-ED842DA89548%7D.png?x-s3-process=image/resize,极速版,2026-02-04 15:20:49,1770189649494,1770189649,True,周一至周四晚峰3小时免佣卡,嘉兴市,,"{""name"":""享单单免佣"",""detail"":{}}",2026-01-26 00:00:00,2026-01-29 23:59:59,"{""每日"":[""16:00:00 - 19:00:00""]}","[""实时单"",""市内拼车单""]",,,,,,15.8
https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/1752f932c34de4/%7B9F3032A9-8722-40EA-996B-8D244F078DB6%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/97064ca316828/%7BED4EFD56-A560-41D4-B22B-3EE358389A4F%7D.png?x-s3-process=image/resize,697c836c8706eb04a7ceb857,ur4AAAAlNTM0NTQzNTI0NTU0LTY3N2EzMDMxLTY1ODVjYzUzOTFlMDAwMAAAABBmZjI0OTU0OTI5OGM5NTY4AAAAMNJYf0kf00ttgpjUG8+22QDr8DwFIbTnvTAPd9Gt3nKWFvN2T0a1+jRukUo4KxCdhA==,,及时用车轻快,免佣卡,工作日早高峰免佣卡,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/3e42abc2eb96da/%7B7C84981E-E9FD-4233-86E0-D5E479C215D2%7D.png?x-s3-process=image/resize,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/1752f932c34de4/%7B9F3032A9-8722-40EA-996B-8D244F078DB6%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/97064ca316828/%7BED4EFD56-A560-41D4-B22B-3EE358389A4F%7D.png?x-s3-process=image/resize,极速版,2026-01-30 18:09:47,1769767787894,1769767787,True,工作日早高峰免佣,嘉兴市,,"{""name"":""享单单免佣"",""detail"":{}}",2026-01-26 02:01:43,2026-02-01 23:59:59,"{""工作日"":[""07:00:00 - 09:00:00""]}","[""实时单"",""市内拼车单""]",,,,,,
https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/164c0489a4c77/%7B3FB5210B-BE65-4AA1-B920-5D2BBD48864B%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/7befacc754e374/%7BE772F742-64E1-472E-8F38-9E781A7D3B36%7D.png?x-s3-process=image/resize,697c6f528f9b4c0cbc9cdbcb,ur4AAAAlNTM0NTQzNTI0NTU0LTY3N2EzMDMxLTY1ODVjYzUzOTFlMDAwMAAAABBmZjI0OTU0OTI5OGM5NTY4AAAAMFe9kn4ubvICoM12ZKaRv1CWX2AZNy4SnB7p8O/UCh+4ifwPaWvC7NWjT7Uim69Jag==,,及时用车轻快,免佣卡,其他,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/86def86117d12/%7B2D495564-3063-4F41-882C-F7455FABD078%7D.png?x-s3-process=image/resize,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/164c0489a4c77/%7B3FB5210B-BE65-4AA1-B920-5D2BBD48864B%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/7befacc754e374/%7BE772F742-64E1-472E-8F38-9E781A7D3B36%7D.png?x-s3-process=image/resize,极速版,2026-01-30 16:44:02,1769762642594,1769762642,True,晚高峰免佣卡01/26-01/29,成都市,,"{""name"":""享单单减佣14%"",""detail"":{}}",2026-01-26 00:00:00,2026-01-29 23:59:59,"{""工作日"":[""07:00:00 - 09:00:00""],""每日"":[""16:30:00 - 19:30:00""]}","[""实时单"",""市内拼车单""]",,,,,,12.9
https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/18975f83bc8578/%7B3C222C45-2A3A-43B9-B6A0-21D0428A166D%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/1881ce192b835a/%7BCA57F529-5F5E-4FA4-A455-ED842DA89548%7D.png?x-s3-process=image/resize,6981f1944c2ab804c4343247,ur4AAAAlNTM0NTQzNTI0NTU0LTY3N2EzMDMxLTY1ODVjYzUzOTFlMDAwMAAAABBmZjI0OTU0OTI5OGM5NTY4AAAAMPHDkKtysmH5SZfeGdTVKbSe8smBjhQS4DU2AIMjGnZfg8xqaQLmRWGbODJE+dIvNw==,,及时用车,免佣卡,工作日晚高峰免佣卡,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/1425832d59a83a/%7BA60DBAB2-57BD-44DE-AFEC-6438E4956A04%7D%20%282%29.png?x-s3-process=image/resize,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/18975f83bc8578/%7B3C222C45-2A3A-43B9-B6A0-21D0428A166D%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/1881ce192b835a/%7BCA57F529-5F5E-4FA4-A455-ED842DA89548%7D.png?x-s3-process=image/resize,极速版,2026-02-03 21:01:07,1770123667760,1770123667,True,周一至周四晚峰3小时免佣卡,嘉兴市,,"{""name"":""享单单免佣"",""detail"":{}}",2026-01-26 00:00:00,2026-01-29 23:59:59,"{""每日"":[""16:00:00 - 19:00:00""]}","[""实时单"",""市内拼车单""]",,,,,,15.8
https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/e7172417f94e2/%7B3C222C45-2A3A-43B9-B6A0-21D0428A166D%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/c9480f89fd52c/%7BCA57F529-5F5E-4FA4-A455-ED842DA89548%7D.png?x-s3-process=image/resize,6982bedaa2455c04ae6e2f0c,ur4AAAAlNTM0NTQzNTI0NTU0LTY3N2EzMDMxLTY1ODVjYzUzOTFlMDAwMAAAABBmZjI0OTU0OTI5OGM5NTY4AAAAMPHDkKtysmH5SZfeGdTVKbSe8smBjhQS4DU2AIMjGnZfg8xqaQLmRWGbODJE+dIvNw==,,及时用车,免佣卡,工作日早高峰免佣卡,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/185a6e983fbdcb/%7BA60DBAB2-57BD-44DE-AFEC-6438E4956A04%7D%20%282%29.png?x-s3-process=image/resize,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/e7172417f94e2/%7B3C222C45-2A3A-43B9-B6A0-21D0428A166D%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/c9480f89fd52c/%7BCA57F529-5F5E-4FA4-A455-ED842DA89548%7D.png?x-s3-process=image/resize,极速版,2026-02-04 11:36:58,1770176218127,1770176218,True,周一至周四晚峰3小时免佣卡,嘉兴市,,"{""name"":""享单单免佣"",""detail"":{}}",2026-01-26 00:00:00,2026-01-29 23:59:59,"{""每日"":[""16:00:00 - 19:00:00""]}","[""实时单"",""市内拼车单""]",,,,,,15.8
https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/b24e73ffd0b2d8/%7B3C222C45-2A3A-43B9-B6A0-21D0428A166D%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/1500796a5a5d58/%7BCA57F529-5F5E-4FA4-A455-ED842DA89548%7D.png?x-s3-process=image/resize,6981f45bb1be98049cbb83ef,ur4AAAAlNTM0NTQzNTI0NTU0LTY3N2EzMDMxLTY1ODVjYzUzOTFlMDAwMAAAABBmZjI0OTU0OTI5OGM5NTY4AAAAMPHDkKtysmH5SZfeGdTVKbSe8smBjhQS4DU2AIMjGnZfg8xqaQLmRWGbODJE+dIvNw==,,及时用车,免佣卡,工作日晚高峰免佣卡,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/f7c4a3b46e3218/%7BA60DBAB2-57BD-44DE-AFEC-6438E4956A04%7D%20%282%29.png?x-s3-process=image/resize,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/b24e73ffd0b2d8/%7B3C222C45-2A3A-43B9-B6A0-21D0428A166D%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/1500796a5a5d58/%7BCA57F529-5F5E-4FA4-A455-ED842DA89548%7D.png?x-s3-process=image/resize,极速版,2026-02-03 21:12:58,1770124378693,1770124378,True,周一至周四晚峰3小时免佣卡,嘉兴市,,"{""name"":""享单单免佣"",""detail"":{}}",2026-01-26 00:00:00,2026-01-29 23:59:59,"{""每日"":[""16:00:00 - 19:00:00""]}","[""实时单"",""市内拼车单""]",,,,,,15.8
https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/f3ee9eeb5fbbb/%7B3C222C45-2A3A-43B9-B6A0-21D0428A166D%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/15638093be6bcb/%7BCA57F529-5F5E-4FA4-A455-ED842DA89548%7D.png?x-s3-process=image/resize,69809e7f5648d0049ccb26b2,ur4AAAAlNTM0NTQzNTI0NTU0LTY3N2EzMDMxLTY1ODVjYzUzOTFlMDAwMAAAABBmZjI0OTU0OTI5OGM5NTY4AAAAMIUSpkknq3y6YilkF16F8AE++8dO5+qV8YEV5zY10DBsj3A96n16N4CV5h93wOOQ8w==,,及时用车轻快,免佣卡,工作日晚高峰免佣���,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/10bb609b343ba1/%7BA60DBAB2-57BD-44DE-AFEC-6438E4956A04%7D%20%282%29.png?x-s3-process=image/resize,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/f3ee9eeb5fbbb/%7B3C222C45-2A3A-43B9-B6A0-21D0428A166D%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/15638093be6bcb/%7BCA57F529-5F5E-4FA4-A455-ED842DA89548%7D.png?x-s3-process=image/resize,极速版,2026-02-02 20:54:23,1770036863102,1770036863,True,周一至周四晚峰3小时免佣卡,嘉兴市,,"{""name"":""享单单免佣"",""detail"":{}}",2026-01-26 00:00:00,2026-01-29 23:59:59,"{""每日"":[""16:00:00 - 19:00:00""]}","[""实时单"",""市内拼车单""]",,,,,,15.8
https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/14e50426683f12/%7B3C222C45-2A3A-43B9-B6A0-21D0428A166D%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/888c35b9982978/%7BCA57F529-5F5E-4FA4-A455-ED842DA89548%7D.png?x-s3-process=image/resize,6980a1d9518ae00478878e31,ur4AAAAlNTM0NTQzNTI0NTU0LTY3N2EzMDMxLTY1ODVjYzUzOTFlMDAwMAAAABBmZjI0OTU0OTI5OGM5NTY4AAAAMIUSpkknq3y6YilkF16F8AE++8dO5+qV8YEV5zY10DBsj3A96n16N4CV5h93wOOQ8w==,,及时用车轻快,免佣卡,工作日晚高峰免佣卡,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/1772384fe5bd59/%7BA60DBAB2-57BD-44DE-AFEC-6438E4956A04%7D%20%282%29.png?x-s3-process=image/resize,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/14e50426683f12/%7B3C222C45-2A3A-43B9-B6A0-21D0428A166D%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/888c35b9982978/%7BCA57F529-5F5E-4FA4-A455-ED842DA89548%7D.png?x-s3-process=image/resize,极速版,2026-02-02 21:08:40,1770037720568,1770037720,True,周一至周四晚峰3小时免佣卡,嘉兴市,,"{""name"":""享单单免佣"",""detail"":{}}",2026-01-26 00:00:00,2026-01-29 23:59:59,"{""每日"":[""16:00:00 - 19:00:00""]}","[""实时单"",""市内拼车单""]",,,,,,15.8
https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/11b24462ca9671/%7BE7F796EE-BDC2-4F45-9F02-C897510054F9%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/37ea2e8970a25/%7B9788E2B7-AB87-415F-B563-461F6D672114%7D.png?x-s3-process=image/resize,697c813ffc216f04a31a6a7f,ur4AAAAlNTM0NTQzNTI0NTU0LTY3N2EzMDMxLTY1ODVjYzUzOTFlMDAwMAAAABBmZjI0OTU0OTI5OGM5NTY4AAAAMBVzg5ASqPnRkJjvCfHTtgSy2IkrDKy0oRHKBSITqkhPFLMEHPyIaqswVxsqUfSmcw==,,365约车轻快,免佣卡,工作日早高峰免佣卡,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/2888f8c12ef904/%7BE3EF88FF-A37E-451B-9534-4A43D2DC2102%7D.png?x-s3-process=image/resize,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/11b24462ca9671/%7BE7F796EE-BDC2-4F45-9F02-C897510054F9%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/37ea2e8970a25/%7B9788E2B7-AB87-415F-B563-461F6D672114%7D.png?x-s3-process=image/resize,极速版,2026-01-30 18:00:31,1769767231398,1769767231,True,工作日早高峰免佣,佛山市,,"{""name"":""享单单免佣"",""detail"":{}}",2026-01-26 02:33:18,2026-02-01 23:59:59,"{""工作日"":[""06:30:00 - 09:00:00""]}","[""实时单"",""市内拼车单""]",,,,,,
https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/151d79b4202521/%7B3C222C45-2A3A-43B9-B6A0-21D0428A166D%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/1261ebba669c74/%7BCA57F529-5F5E-4FA4-A455-ED842DA89548%7D.png?x-s3-process=image/resize,6982e2565f14d1048a97cc34,ur4AAAAlNTM0NTQzNTI0NTU0LTY3N2EzMDMxLTY1ODVjYzUzOTFlMDAwMAAAABBmZjI0OTU0OTI5OGM5NTY4AAAAMPHDkKtysmH5SZfeGdTVKbSe8smBjhQS4DU2AIMjGnZfg8xqaQLmRWGbODJE+dIvNw==,,及时用车,免佣卡,工作日晚高峰免佣卡,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/9a4f969c628eb/%7BA60DBAB2-57BD-44DE-AFEC-6438E4956A04%7D%20%282%29.png?x-s3-process=image/resize,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/151d79b4202521/%7B3C222C45-2A3A-43B9-B6A0-21D0428A166D%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/1261ebba669c74/%7BCA57F529-5F5E-4FA4-A455-ED842DA89548%7D.png?x-s3-process=image/resize,极速版,2026-02-04 14:08:22,1770185302279,1770185302,True,周一至周四晚峰3小时免佣卡,嘉兴市,,"{""name"":""享单单免佣"",""detail"":{}}",2026-01-26 00:00:00,2026-01-29 23:59:59,"{""每日"":[""16:00:00 - 19:00:00""]}","[""实时单"",""市内拼车单""]",,,,,,15.8
https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/a8fced8aa41d1/%7B2181C46A-DD21-4A43-AA91-9E91163722E5%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/fbfd2e6060d17/%7BD698A631-1343-4EB7-AC90-A93009D43F17%7D.png?x-s3-process=image/resize,697db269050a54048a112123,ur4AAAAlNTM0NTQzNTI0NTU0LTY3N2EzMDMxLTY1ODVjYzUzOTFlMDAwMAAAABBmZjI0OTU0OTI5OGM5NTY4AAAAMPHDkKtysmH5SZfeGdTVKbSe8smBjhQS4DU2AIMjGnZfg8xqaQLmRWGbODJE+dIvNw==,,首汽约车,免佣卡,随心选免佣卡,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/7ccc17f636daec/%7B069C7FBD-FBCC-4427-ABC5-42A8B0B0B8A9%7D.png?x-s3-process=image/resize,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/a8fced8aa41d1/%7B2181C46A-DD21-4A43-AA91-9E91163722E5%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/fbfd2e6060d17/%7BD698A631-1343-4EB7-AC90-A93009D43F17%7D.png?x-s3-process=image/resize,普通版,2026-01-31 15:42:33,1769845353080,1769845353,True,随心选4日免佣卡,苏州市,,"{""name"":""享单单免佣"",""detail"":{}}",2025-09-29 00:00:00,2025-09-29 23:59:59,"{""每日"":[""00:00:00 - 23:59:59"",""09:00:00 - 10:00:00""]}","[""实时单"",""市内拼车单""]",,,2025-09-29 00:00:00,2025-09-29 23:59:59,4.99,135
